WithdrawalHistory(WH),RepeatHistory(RH),MaritalStatus(MS),Gender(GND),Age,District(DSRCT),Religion(RLGN),StudentType(ST),ProgrammeCode(PC),EmploymentStatus(ES),ODLCenter(OC),DisabilityIndicator(DI),Vulnarability(VNBLT),IncomeSource(IS),CurrentResidence(CR),Target
Yes,No,SINGLE,M,0,SALIMA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,DOWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MZIMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MULANJE,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,NSANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MULANJE,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,THYOLO,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,DEDZA,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,35,ZOMBA,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,ZOMBA,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NSANJE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,KASUNGU,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,ZOMBA,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MZIMBA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,0,MWANZA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,41,THYOLO,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,28,DEDZA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,M,0,PHALOMBE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MZIMBA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,23,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,RUMPHI,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,0,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MANGOCHI,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,30,MANGOCHI,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,CHIKWAWA,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,CHIKWAWA,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,RUMPHI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,31,KARONGA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
Yes,No,SINGLE,M,0,ZOMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,ZOMBA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,CHITIPA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NSANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,KARONGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,CHITIPA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,KARONGA,Christian,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,0,CHIKWAWA,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MCHINJI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,PHALOMBE,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,CHIKWAWA,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,31,NTCHISI,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NTCHEU,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NKHOTAKOTA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,SALIMA,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NENO,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MACHINGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MULANJE,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,KARONGA,Christian ,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,29,DEDZA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,LILONGWE,Islam,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,0,CHILADZULU,Christian ,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,NKHOTAKOTA,christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,LILONGWE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NTCHEU,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MCHINJI,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,SALIMA,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MULANJE,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,NTCHEU,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,MACHINGA,Islam,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,KARONGA,Christian,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,0,MANGOCHI,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,MACHINGA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,0,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NTCHEU,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,0,NTCHEU,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,27,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,M,27,BLANTYRE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,27,MULANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,37,MULANJE,,MATURE,BAAE,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,27,KASUNGU,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,30,THYOLO,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,26,MWANZA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,29,NTCHISI,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,22,LIKOMA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,34,THYOLO,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,33,MZIMBA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,51,KARONGA,,MATURE,BAAE,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,32,ZOMBA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,23,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,M,22,NSANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,No,SINGLE,M,29,DOWA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,26,BLANTYRE,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,25,THYOLO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,No,SINGLE,M,30,MACHINGA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,25,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,27,SALIMA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,M,26,KARONGA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,28,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,25,NTCHISI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
Yes,No,SINGLE,M,22,KARONGA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
Yes,No,SINGLE,M,0,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,29,ZOMBA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,27,NTCHISI,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,33,MACHINGA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,23,CHILADZULU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,No,SINGLE,M,29,CHILADZULU,,MATURE,BABM,Not Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,M,31,RUMPHI,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,26,MWANZA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,27,KASUNGU,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,32,THYOLO,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,27,NTCHISI,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,SINGLE,M,26,MULANJE,,MATURE,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,No,SINGLE,M,23,MACHINGA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,SINGLE,M,25,CHITIPA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,SINGLE,M,27,Balaka,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Balaka,,MATURE,BABM,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,23,Chitipa,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Kasungu,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Lilongwe,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Dowa,,MATURE,BAGI,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Mzimba,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
Yes,No,SINGLE,M,0,CHILADZULU,,MATURE,BABM,Not Employed,,Mental Health Condition,Person with disability,self,I stay within same district,Not Dropped
Yes,No,SINGLE,M,32,MANGOCHI,,MATURE,BAGI,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,No,SINGLE,M,0,Mzimba,,MATURE,BAAE,Self,,,,,,Not Dropped
Yes,No,SINGLE,M,0,Kasungu,,MATURE,BEXT,Self,,,,,,Not Dropped
Yes,No,MARRIED,M,36,LILONGWE,Christian,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
Yes,No,MARRIED,M,47,KASUNGU,Christian,GENERIC,BEXT,Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,34,THYOLO,,MATURE,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,No,MARRIED,M,31,MANGOCHI,,GENERIC,BAAE,Employed,BLANTYRE,,,,,Not Dropped
Yes,No,MARRIED,M,32,ZOMBA,,GENERIC,BEXT,Employed,MZUZU,No disability,Not Applicable,self,I stay around the centre,Not Dropped
Yes,No,MARRIED,M,39,RUMPHI,,MATURE,BAAE,Employed,BLANTYRE,,,,,Not Dropped
Yes,No,MARRIED,M,42,ZOMBA,,MATURE,BEXT,Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,44,CHILADZULU,,MATURE,BABM,Employed,LILONGWE,,,,,Not Dropped
Yes,No,MARRIED,M,0,,,MATURE,BEXT,Employed,,,,,,Not Dropped
Yes,No,MARRIED,M,0,Mzimba,,MATURE,BEXT,Employed,,,,,,Dropped
Yes,No,MARRIED,M,0,Chikwawa,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,No,MARRIED,M,0,Balaka,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,No,MARRIED,M,0,KARONGA,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,THYOLO,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,35,KARONGA,Christian,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,0,NSANJE,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,29,RUMPHI,Christian ,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,MZIMBA,Christian,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,43,KASUNGU,christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,33,RUMPHI,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,CHITIPA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,CHIKWAWA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,CHIKWAWA,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,NENO,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,57,NKHATA-BAY,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,BLANTYRE,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,32,MULANJE,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHEU,Christian,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHISI,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,0,CHILADZULU,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,THYOLO,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,51,THYOLO,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHISI,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,SALIMA,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,LILONGWE,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,RUMPHI,Christian,MATURE,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,0,CHIKWAWA,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,NKHATA-BAY,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,THYOLO,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,BALAKA,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,CHILADZULU,christian,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,LILONGWE,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,BALAKA,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,MCHINJI,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHISI,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,RUMPHI,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,THYOLO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,CHILADZULU,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,PHALOMBE,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,0,CHIKWAWA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,0,LILONGWE,christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,37,PHALOMBE,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,35,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,39,LILONGWE,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,MARRIED,M,39,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,37,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,37,MZIMBA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,26,SALIMA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,36,NTCHISI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,32,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,38,KASUNGU,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,39,CHITIPA,,MATURE,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,30,MZIMBA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,No,MARRIED,M,33,NKHATA-BAY,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,MARRIED,M,43,MZIMBA,,MATURE,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,No,MARRIED,M,0,,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,MARRIED,M,0,Ntcheu,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
Yes,No,MARRIED,M,35,MACHINGA,,GENERIC,BEXT,Self,LILONGWE,,,,,Not Dropped
Yes,No,,M,34,NTCHISI,Christian,MATURE,BEXT,Employed,LILONGWE,,,,,Not Dropped
Yes,No,,M,0,DOWA,,GENERIC,BAGI,Employed,,,,,,Dropped
Yes,No,,M,33,THYOLO,,MATURE,BAAE,Employed,,,,,,Not Dropped
Yes,No,,M,0,THYOLO,,MATURE,BAAE,Employed,,,,,,Not Dropped
Yes,No,,M,35,KASUNGU,,MATURE,BEXT,Employed,,Hearing Impairement,Not Applicable,self,I stay within same district,Not Dropped
Yes,No,,M,28,CHIKWAWA,,MATURE,BEXT,Employed,,,,,,Dropped
Yes,No,,M,0,,christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,KASUNGU,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,BALAKA,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,,M,0,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,MULANJE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,0,KARONGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,26,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,No,,M,22,MZIMBA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,,M,34,RUMPHI,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,No,,M,23,MULANJE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
Yes,No,,M,0,CHIKWAWA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,22,KASUNGU,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,MULANJE,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,MZIMBA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,32,RUMPHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,ZOMBA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,No,,M,0,DOWA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,No,,M,0,MWANZA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,No,,M,0,MANGOCHI,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,No,,M,0,MZIMBA,,GENERIC,BAGI,Not Employed,,,,,,Dropped
Yes,No,,M,0,MANGOCHI,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
Yes,No,,M,0,THYOLO,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
Yes,No,,M,0,NSANJE,,GENERIC,BAGI,Not Employed,,,,,,Dropped
Yes,No,,M,0,MZIMBA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,CHITIPA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,PHALOMBE,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,CHIKWAWA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,NSANJE,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,CHILADZULU,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,MZIMBA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,NSANJE,,MATURE,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,NTCHEU,,MATURE,BAAE,Not Employed,,,,,,Dropped
Yes,No,,M,0,CHITIPA,,MATURE,BABM,Not Employed,,,,,,Dropped
Yes,No,,M,0,NSANJE,,MATURE,BABM,Not Employed,,,,,,Dropped
Yes,No,,M,0,KARONGA,,MATURE,BAGI,Not Employed,,,,,,Dropped
Yes,No,,M,28,BALAKA,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
Yes,No,,M,33,DEDZA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,LILONGWE,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,MZIMBA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,32,KARONGA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,MULANJE,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,30,MZIMBA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,27,CHITIPA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,0,NTCHISI,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,No,,M,26,CHITIPA,,MATURE,BEXT,Self,,,,,,Not Dropped
Yes,No,,M,23,MCHINJI,,GENERIC,BAAE,Self,,,,,,Not Dropped
Yes,No,,M,26,CHITIPA,,GENERIC,BEXT,Self,,,,,,Not Dropped
Yes,No,SINGLE,F,27,MANGOCHI,Christian,GENERIC,BAAE,Employed,BLANTYRE,,,,,Not Dropped
Yes,No,SINGLE,F,27,THYOLO,,MATURE,BABM,Employed,,,,,,Not Dropped
Yes,No,SINGLE,F,36,NKHOTAKOTA,,MATURE,BEXT,Employed,MZUZU,,,,,Not Dropped
Yes,No,SINGLE,F,29,DEDZA,,MATURE,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,No,SINGLE,F,0,Nkhotakota,,MATURE,BABM,Employed,,,,,,Not Dropped
